task,model,stimulus_group,stimulus_index,legacy_pnum,few_shot,seed,temperature,do_sample,score
active_to_passive,flan-t5-large,negative_original,,4,False,44,0.0,False,0.0
active_to_passive,flan-t5-large,negative_original,,5,False,42,0.0,False,0.0
active_to_passive,flan-t5-large,negative_original,,5,False,43,0.0,False,0.0
active_to_passive,flan-t5-large,negative_original,,5,False,44,0.0,False,0.0
active_to_passive,flan-t5-large,negative_original,,6,False,42,0.0,False,0.01
active_to_passive,flan-t5-large,negative_original,,6,False,43,0.0,False,0.01
active_to_passive,flan-t5-large,negative_original,,6,False,44,0.0,False,0.01
active_to_passive,flan-t5-large,negative_original,,7,False,42,0.0,False,0.01
active_to_passive,flan-t5-large,negative_original,,7,False,43,0.0,False,0.01
active_to_passive,flan-t5-large,negative_original,,7,False,44,0.0,False,0.01
active_to_passive,flan-t5-large,negative_original,,8,False,42,0.0,False,0.0
active_to_passive,flan-t5-large,negative_original,,8,False,43,0.0,False,0.0
active_to_passive,flan-t5-large,negative_original,,8,False,44,0.0,False,0.0
active_to_passive,flan-t5-large,negative_original,,9,False,42,0.0,False,0.0
active_to_passive,flan-t5-large,negative_original,,9,False,43,0.0,False,0.0
active_to_passive,flan-t5-large,negative_original,,9,False,44,0.0,False,0.0
active_to_passive,flan-t5-large,negative_original,,10,False,42,0.0,False,0.0
active_to_passive,flan-t5-large,negative_original,,10,False,43,0.0,False,0.0
active_to_passive,flan-t5-large,negative_original,,10,False,44,0.0,False,0.0
antonyms,flan-t5-large,negative_original,,1,False,42,0.0,False,0.55
antonyms,flan-t5-large,negative_original,,1,False,43,0.0,False,0.55
antonyms,flan-t5-large,negative_original,,1,False,44,0.0,False,0.55
antonyms,flan-t5-large,negative_original,,2,False,42,0.0,False,0.56
antonyms,flan-t5-large,negative_original,,2,False,43,0.0,False,0.56
antonyms,flan-t5-large,negative_original,,2,False,44,0.0,False,0.56
antonyms,flan-t5-large,negative_original,,3,False,42,0.0,False,0.52
antonyms,flan-t5-large,negative_original,,3,False,43,0.0,False,0.52
antonyms,flan-t5-large,negative_original,,3,False,44,0.0,False,0.52
antonyms,flan-t5-large,negative_original,,4,False,42,0.0,False,0.55
antonyms,flan-t5-large,negative_original,,4,False,43,0.0,False,0.55
antonyms,flan-t5-large,negative_original,,4,False,44,0.0,False,0.55
antonyms,flan-t5-large,negative_original,,5,False,42,0.0,False,0.56
antonyms,flan-t5-large,negative_original,,5,False,43,0.0,False,0.56
antonyms,flan-t5-large,negative_original,,5,False,44,0.0,False,0.56
antonyms,flan-t5-large,negative_original,,6,False,42,0.0,False,0.57
antonyms,flan-t5-large,negative_original,,6,False,43,0.0,False,0.57
antonyms,flan-t5-large,negative_original,,6,False,44,0.0,False,0.57
antonyms,flan-t5-large,negative_original,,7,False,42,0.0,False,0.55
antonyms,flan-t5-large,negative_original,,7,False,43,0.0,False,0.55
antonyms,flan-t5-large,negative_original,,7,False,44,0.0,False,0.55
antonyms,flan-t5-large,negative_original,,8,False,42,0.0,False,0.52
antonyms,flan-t5-large,negative_original,,8,False,43,0.0,False,0.52
antonyms,flan-t5-large,negative_original,,8,False,44,0.0,False,0.52
antonyms,flan-t5-large,negative_original,,9,False,42,0.0,False,0.54
antonyms,flan-t5-large,negative_original,,9,False,43,0.0,False,0.54
antonyms,flan-t5-large,negative_original,,9,False,44,0.0,False,0.54
antonyms,flan-t5-large,negative_original,,10,False,42,0.0,False,0.53
antonyms,flan-t5-large,negative_original,,10,False,43,0.0,False,0.53
antonyms,flan-t5-large,negative_original,,10,False,44,0.0,False,0.53
cause_and_effect,flan-t5-large,negative_original,,1,False,42,0.0,False,0.68
cause_and_effect,flan-t5-large,negative_original,,1,False,43,0.0,False,0.6
cause_and_effect,flan-t5-large,negative_original,,1,False,44,0.0,False,0.48
cause_and_effect,flan-t5-large,negative_original,,2,False,42,0.0,False,0.6
cause_and_effect,flan-t5-large,negative_original,,2,False,43,0.0,False,0.52
cause_and_effect,flan-t5-large,negative_original,,2,False,44,0.0,False,0.4
cause_and_effect,flan-t5-large,negative_original,,3,False,42,0.0,False,0.64
cause_and_effect,flan-t5-large,negative_original,,3,False,43,0.0,False,0.52
cause_and_effect,flan-t5-large,negative_original,,3,False,44,0.0,False,0.48
cause_and_effect,flan-t5-large,negative_original,,4,False,42,0.0,False,0.52
cause_and_effect,flan-t5-large,negative_original,,4,False,43,0.0,False,0.52
cause_and_effect,flan-t5-large,negative_original,,4,False,44,0.0,False,0.44
cause_and_effect,flan-t5-large,negative_original,,5,False,42,0.0,False,0.64
cause_and_effect,flan-t5-large,negative_original,,5,False,43,0.0,False,0.6
cause_and_effect,flan-t5-large,negative_original,,5,False,44,0.0,False,0.44
cause_and_effect,flan-t5-large,negative_original,,6,False,42,0.0,False,0.52
cause_and_effect,flan-t5-large,negative_original,,6,False,43,0.0,False,0.56
cause_and_effect,flan-t5-large,negative_original,,6,False,44,0.0,False,0.52
cause_and_effect,flan-t5-large,negative_original,,7,False,42,0.0,False,0.64
cause_and_effect,flan-t5-large,negative_original,,7,False,43,0.0,False,0.52
cause_and_effect,flan-t5-large,negative_original,,7,False,44,0.0,False,0.44
cause_and_effect,flan-t5-large,negative_original,,8,False,42,0.0,False,0.48
cause_and_effect,flan-t5-large,negative_original,,8,False,43,0.0,False,0.44
cause_and_effect,flan-t5-large,negative_original,,8,False,44,0.0,False,0.36
cause_and_effect,flan-t5-large,negative_original,,9,False,42,0.0,False,0.64
cause_and_effect,flan-t5-large,negative_original,,9,False,43,0.0,False,0.56
cause_and_effect,flan-t5-large,negative_original,,9,False,44,0.0,False,0.48
cause_and_effect,flan-t5-large,negative_original,,10,False,42,0.0,False,0.48
cause_and_effect,flan-t5-large,negative_original,,10,False,43,0.0,False,0.52
cause_and_effect,flan-t5-large,negative_original,,10,False,44,0.0,False,0.44
common_concept,flan-t5-large,negative_original,,1,False,42,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,1,False,43,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,1,False,44,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,2,False,42,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,2,False,43,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,2,False,44,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,3,False,42,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,3,False,43,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,3,False,44,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,4,False,42,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,4,False,43,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,4,False,44,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,5,False,42,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,5,False,43,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,5,False,44,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,6,False,42,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,6,False,43,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,6,False,44,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,7,False,42,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,7,False,43,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,7,False,44,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,8,False,42,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,8,False,43,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,8,False,44,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,9,False,42,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,9,False,43,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,9,False,44,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,10,False,42,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,10,False,43,0.0,False,0.0
common_concept,flan-t5-large,negative_original,,10,False,44,0.0,False,0.0
diff,flan-t5-large,negative_original,,1,False,42,0.0,False,0.04
diff,flan-t5-large,negative_original,,1,False,43,0.0,False,0.04
diff,flan-t5-large,negative_original,,1,False,44,0.0,False,0.04
diff,flan-t5-large,negative_original,,2,False,42,0.0,False,0.02
diff,flan-t5-large,negative_original,,2,False,43,0.0,False,0.02
diff,flan-t5-large,negative_original,,2,False,44,0.0,False,0.02
diff,flan-t5-large,negative_original,,3,False,42,0.0,False,0.02
diff,flan-t5-large,negative_original,,3,False,43,0.0,False,0.02
diff,flan-t5-large,negative_original,,3,False,44,0.0,False,0.02
diff,flan-t5-large,negative_original,,4,False,42,0.0,False,0.04
diff,flan-t5-large,negative_original,,4,False,43,0.0,False,0.04
diff,flan-t5-large,negative_original,,4,False,44,0.0,False,0.04
diff,flan-t5-large,negative_original,,5,False,42,0.0,False,0.03
diff,flan-t5-large,negative_original,,5,False,43,0.0,False,0.03
diff,flan-t5-large,negative_original,,5,False,44,0.0,False,0.03
diff,flan-t5-large,negative_original,,6,False,42,0.0,False,0.03
diff,flan-t5-large,negative_original,,6,False,43,0.0,False,0.03
diff,flan-t5-large,negative_original,,6,False,44,0.0,False,0.03
diff,flan-t5-large,negative_original,,7,False,42,0.0,False,0.02
diff,flan-t5-large,negative_original,,7,False,43,0.0,False,0.02
diff,flan-t5-large,negative_original,,7,False,44,0.0,False,0.02
diff,flan-t5-large,negative_original,,8,False,42,0.0,False,0.02
diff,flan-t5-large,negative_original,,8,False,43,0.0,False,0.02
diff,flan-t5-large,negative_original,,8,False,44,0.0,False,0.02
diff,flan-t5-large,negative_original,,9,False,42,0.0,False,0.04
diff,flan-t5-large,negative_original,,9,False,43,0.0,False,0.04
diff,flan-t5-large,negative_original,,9,False,44,0.0,False,0.04
diff,flan-t5-large,negative_original,,10,False,42,0.0,False,0.03
diff,flan-t5-large,negative_original,,10,False,43,0.0,False,0.03
diff,flan-t5-large,negative_original,,10,False,44,0.0,False,0.03
first_word_letter,flan-t5-large,negative_original,,1,False,42,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,1,False,43,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,1,False,44,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,2,False,42,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,2,False,43,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,2,False,44,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,3,False,42,0.0,False,0.95
first_word_letter,flan-t5-large,negative_original,,3,False,43,0.0,False,0.95
first_word_letter,flan-t5-large,negative_original,,3,False,44,0.0,False,0.95
first_word_letter,flan-t5-large,negative_original,,4,False,42,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,4,False,43,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,4,False,44,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,5,False,42,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,5,False,43,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,5,False,44,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,6,False,42,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,6,False,43,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,6,False,44,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,7,False,42,0.0,False,0.98
first_word_letter,flan-t5-large,negative_original,,7,False,43,0.0,False,0.98
first_word_letter,flan-t5-large,negative_original,,7,False,44,0.0,False,0.98
first_word_letter,flan-t5-large,negative_original,,8,False,42,0.0,False,0.99
first_word_letter,flan-t5-large,negative_original,,8,False,43,0.0,False,0.99
first_word_letter,flan-t5-large,negative_original,,8,False,44,0.0,False,0.99
first_word_letter,flan-t5-large,negative_original,,9,False,42,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,9,False,43,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,9,False,44,0.0,False,1.0
first_word_letter,flan-t5-large,negative_original,,10,False,42,0.0,False,0.98
first_word_letter,flan-t5-large,negative_original,,10,False,43,0.0,False,0.98
first_word_letter,flan-t5-large,negative_original,,10,False,44,0.0,False,0.98
informal_to_formal,flan-t5-large,negative_original,,1,False,42,0.0,False,0.43736670736670735
informal_to_formal,flan-t5-large,negative_original,,1,False,43,0.0,False,0.4373667073667074
informal_to_formal,flan-t5-large,negative_original,,1,False,44,0.0,False,0.4373667073667073
informal_to_formal,flan-t5-large,negative_original,,2,False,42,0.0,False,0.43736670736670735
informal_to_formal,flan-t5-large,negative_original,,2,False,43,0.0,False,0.4373667073667074
informal_to_formal,flan-t5-large,negative_original,,2,False,44,0.0,False,0.4373667073667073
informal_to_formal,flan-t5-large,negative_original,,3,False,42,0.0,False,0.43736670736670735
informal_to_formal,flan-t5-large,negative_original,,3,False,43,0.0,False,0.4373667073667074
informal_to_formal,flan-t5-large,negative_original,,3,False,44,0.0,False,0.4373667073667073
informal_to_formal,flan-t5-large,negative_original,,4,False,42,0.0,False,0.43736670736670735
informal_to_formal,flan-t5-large,negative_original,,4,False,43,0.0,False,0.4373667073667074
informal_to_formal,flan-t5-large,negative_original,,4,False,44,0.0,False,0.4373667073667073
informal_to_formal,flan-t5-large,negative_original,,5,False,42,0.0,False,0.43736670736670735
informal_to_formal,flan-t5-large,negative_original,,5,False,43,0.0,False,0.4373667073667074
informal_to_formal,flan-t5-large,negative_original,,5,False,44,0.0,False,0.4373667073667073
informal_to_formal,flan-t5-large,negative_original,,6,False,42,0.0,False,0.43736670736670735
informal_to_formal,flan-t5-large,negative_original,,6,False,43,0.0,False,0.4373667073667074
informal_to_formal,flan-t5-large,negative_original,,6,False,44,0.0,False,0.4373667073667073
informal_to_formal,flan-t5-large,negative_original,,7,False,42,0.0,False,0.43736670736670735
informal_to_formal,flan-t5-large,negative_original,,7,False,43,0.0,False,0.4373667073667074
informal_to_formal,flan-t5-large,negative_original,,7,False,44,0.0,False,0.4373667073667073
informal_to_formal,flan-t5-large,negative_original,,8,False,42,0.0,False,0.43736670736670735
informal_to_formal,flan-t5-large,negative_original,,8,False,43,0.0,False,0.4373667073667074
informal_to_formal,flan-t5-large,negative_original,,8,False,44,0.0,False,0.4373667073667073
informal_to_formal,flan-t5-large,negative_original,,9,False,42,0.0,False,0.43736670736670735
informal_to_formal,flan-t5-large,negative_original,,9,False,43,0.0,False,0.4373667073667074
informal_to_formal,flan-t5-large,negative_original,,9,False,44,0.0,False,0.4373667073667073
informal_to_formal,flan-t5-large,negative_original,,10,False,42,0.0,False,0.43736670736670735
